
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
         2      210       1.06244E-02   0.0844
         3      210       1.10475E-02   0.1068
         4      210       1.28926E-02   0.1582
         5      210       1.22812E-02   0.1509
         6      210       1.09980E-02   0.1392
         7      210       1.00677E-02   0.1116
         8      210       9.70983E-03   0.1023
         9      210       9.31520E-03   0.1098
        10      210       8.79855E-03   0.1103
        11      210       8.42916E-03   0.1209
        12      210       8.76719E-03   0.1044
        13      210       8.93157E-03   0.1133
        14      210       8.34667E-03   0.1320
        15      210       8.30330E-03   0.1297
        16      210       7.18739E-03   0.1141
        17      210       2.32089E-02   0.0348
        18      210       2.48465E-02   0.0378
        19      210       2.73173E-02   0.0476
        20      210       2.96033E-02   0.0378
        21      210       3.18721E-02   0.0514
        22      210       3.22242E-02   0.0438
        23      210       3.03219E-02   0.0358
        24      210       2.78989E-02   0.0321
        25      210       2.83923E-02   0.0338
        26      210       3.12646E-02   0.0319
        27      210       3.52093E-02   0.0300
        28      210       3.48608E-02   0.0333
        29      210       3.25104E-02   0.0378
        30      210       3.30420E-02   0.0404
        31      210       3.81373E-02   0.0388
        32      210       4.11454E-02   0.0379
         1      211       1.18540E-02   0.0962
         2      211       1.17995E-02   0.0950
         3      211       1.21060E-02   0.1190
         4      211       1.05959E-02   0.0946
         5      211       1.07157E-02   0.0910
         6      211       1.02872E-02   0.0917
         7      211       9.78300E-03   0.0978
         8      211       8.89667E-03   0.1004
         9      211       8.94644E-03   0.0984
        10      211       9.01037E-03   0.1093
        11      211       8.55941E-03   0.1136
        12      211       7.88241E-03   0.1045
        13      211       7.62918E-03   0.1036
        14      211       8.04615E-03   0.1182
        15      211       7.80469E-03   0.1184
        16      211       7.68594E-03   0.1141
        17      211       2.29072E-02   0.0353
        18      211       2.52343E-02   0.0433
        19      211       2.81466E-02   0.0516
        20      211       3.12587E-02   0.0456
        21      211       3.12699E-02   0.0421
        22      211       2.91626E-02   0.0380
        23      211       2.66804E-02   0.0331
        24      211       2.55168E-02   0.0339
        25      211       2.59288E-02   0.0332
        26      211       2.92384E-02   0.0349
        27      211       3.38427E-02   0.0306
        28      211       3.42233E-02   0.0364
        29      211       2.97488E-02   0.0377
        30      211       2.90912E-02   0.0406
        31      211       3.43416E-02   0.0363
        32      211       3.67394E-02   0.0376
         1      212       9.74807E-03   0.0814
         2      212       9.44330E-03   0.0762
         3      212       9.37516E-03   0.0755
         4      212       9.36519E-03   0.0943
         5      212       9.35653E-03   0.0895
         6      212       9.45017E-03   0.0840
         7      212       9.57711E-03   0.0845
         8      212       9.58525E-03   0.0859
         9      212       9.66331E-03   0.0957
        10      212       9.28682E-03   0.0978
        11      212       8.60495E-03   0.1071
        12      212       7.93617E-03   0.1046
        13      212       6.95323E-03   0.1017
        14      212       6.34305E-03   0.1158
        15      212       6.67009E-03   0.1103
        16      212       6.93688E-03   0.1062
        17      212       2.11847E-02   0.0327
        18      212       2.36339E-02   0.0421
        19      212       2.80635E-02   0.0515
        20      212       2.81642E-02   0.0394
        21      212       2.92887E-02   0.0373
        22      212       2.79706E-02   0.0356
        23      212       2.46915E-02   0.0323
        24      212       2.38204E-02   0.0334
        25      212       2.43540E-02   0.0329
        26      212       2.81025E-02   0.0353
        27      212       3.26997E-02   0.0331
        28      212       3.31739E-02   0.0355
        29      212       2.92962E-02   0.0353
        30      212       3.01087E-02   0.0402
        31      212       3.41483E-02   0.0344
        32      212       3.68132E-02   0.0344
         1      213       1.01071E-02   0.0846
         2      213       1.04688E-02   0.0849
         3      213       9.69680E-03   0.1006
         4      213       9.41128E-03   0.1008
         5      213       9.24289E-03   0.0973
         6      213       8.82318E-03   0.0888
         7      213       9.14525E-03   0.0774
         8      213       8.91559E-03   0.0831
         9      213       8.83307E-03   0.0863
        10      213       7.89308E-03   0.0924
        11      213       8.23284E-03   0.0942
        12      213       8.04991E-03   0.0901
        13      213       7.83193E-03   0.0877
        14      213       8.09994E-03   0.0905
        15      213       7.61721E-03   0.0925
        16      213       6.94491E-03   0.0874
        17      213       2.18571E-02   0.0328
        18      213       2.46769E-02   0.0416
        19      213       2.53843E-02   0.0433
        20      213       2.64851E-02   0.0413
        21      213       2.74927E-02   0.0370
        22      213       2.71482E-02   0.0342
        23      213       2.53251E-02   0.0379
        24      213       2.58302E-02   0.0340
        25      213       2.74943E-02   0.0344
        26      213       2.92180E-02   0.0339
        27      213       3.33361E-02   0.0311
        28      213       3.45354E-02   0.0397
        29      213       2.95219E-02   0.0401
        30      213       2.90627E-02   0.0411
        31      213       3.20244E-02   0.0366
        32      213       3.63421E-02   0.0367
         1      214       1.11046E-02   0.0867
         2      214       1.09961E-02   0.0836
         3      214       1.13398E-02   0.0951
         4      214       1.10027E-02   0.1133
         5      214       1.03146E-02   0.1065
         6      214       1.00935E-02   0.0964
         7      214       9.07822E-03   0.0852
         8      214       8.61502E-03   0.0791
         9      214       8.44868E-03   0.1006
        10      214       9.90870E-03   0.1602
        11      214       9.38048E-03   0.1707
        12      214       9.04542E-03   0.1486
        13      214       8.30174E-03   0.1206
        14      214       6.86568E-03   0.1299
        15      214       6.49243E-03   0.1307
        16      214       6.66722E-03   0.1251
        17      214       2.16851E-02   0.0378
        18      214       2.33465E-02   0.0439
        19      214       2.73117E-02   0.0497
        20      214       2.79312E-02   0.0409
        21      214       2.66748E-02   0.0340
        22      214       2.70383E-02   0.0338
        23      214       2.60088E-02   0.0346
        24      214       2.49425E-02   0.0349
        25      214       2.43391E-02   0.0352
        26      214       2.76980E-02   0.0346
        27      214       3.33113E-02   0.0360
        28      214       3.15209E-02   0.0356
        29      214       3.13698E-02   0.0393
        30      214       3.05032E-02   0.0399
        31      214       3.41060E-02   0.0381
        32      214       3.78946E-02   0.0376
         1      215       9.22039E-03   0.0819
         2      215       9.51878E-03   0.0827
         3      215       9.82582E-03   0.0882
         4      215       1.01432E-02   0.1032
         5      215       9.55952E-03   0.1032
         6      215       9.56666E-03   0.1053
         7      215       9.42595E-03   0.1048
         8      215       9.57073E-03   0.1168
         9      215       8.87484E-03   0.1421
        10      215       7.69739E-03   0.1359
        11      215       8.11972E-03   0.1370
        12      215       7.65179E-03   0.1215
        13      215       7.20316E-03   0.1159
        14      215       6.49187E-03   0.1272
        15      215       6.15570E-03   0.1235
        16      215       5.68523E-03   0.1161
        17      215       2.12696E-02   0.0360
        18      215       2.30095E-02   0.0413
        19      215       2.46115E-02   0.0446
        20      215       2.62166E-02   0.0426
        21      215       2.59689E-02   0.0443
        22      215       2.73955E-02   0.0417
        23      215       2.59276E-02   0.0333
